id,source,source_table,topic,category,difficulty,frequency,direction,term,question,answer
fsp-stuttgart-090,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Diagnosis ex juvantibus,Was bedeutet der medizinische Fachbegriff „Diagnosis ex juvantibus“ in Umgangssprache?,Diagnose anhand des Erfolges oder Misserfolges der Therapie
fsp-stuttgart-091,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Diarrhö,Was bedeutet der medizinische Fachbegriff „Diarrhö“ in Umgangssprache?,Durchfall
fsp-stuttgart-092,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Dislokation,Was bedeutet der medizinische Fachbegriff „Dislokation“ in Umgangssprache?,Verschiebung von Knochenbruchstücken
fsp-stuttgart-093,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Disposition,Was bedeutet der medizinische Fachbegriff „Disposition“ in Umgangssprache?,Anfälligkeit
fsp-stuttgart-094,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Distorsion,Was bedeutet der medizinische Fachbegriff „Distorsion“ in Umgangssprache?,"Verstauchung, Zerrung eines Gelenks"
fsp-stuttgart-095,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Diuretika,Was bedeutet der medizinische Fachbegriff „Diuretika“ in Umgangssprache?,harntreibende Mittel/Mittel zur Anregung der Wasserausscheidung
fsp-stuttgart-096,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Dorsal,Was bedeutet der medizinische Fachbegriff „Dorsal“ in Umgangssprache?,rückseitig
fsp-stuttgart-097,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Dorsum,Was bedeutet der medizinische Fachbegriff „Dorsum“ in Umgangssprache?,Rücken
fsp-stuttgart-098,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Duodenalsonde,Was bedeutet der medizinische Fachbegriff „Duodenalsonde“ in Umgangssprache?,Zwölffingerdarmsonde
fsp-stuttgart-099,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Dysarthrie,Was bedeutet der medizinische Fachbegriff „Dysarthrie“ in Umgangssprache?,Sprachstörung
fsp-stuttgart-100,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Dysmenorrhö,Was bedeutet der medizinische Fachbegriff „Dysmenorrhö“ in Umgangssprache?,schmerzhafte Regelblutung
fsp-stuttgart-101,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Emesis,Was bedeutet der medizinische Fachbegriff „Emesis“ in Umgangssprache?,Erbrechen
fsp-stuttgart-102,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Enuresis nocturna,Was bedeutet der medizinische Fachbegriff „Enuresis nocturna“ in Umgangssprache?,(nächtliches) Bettnässen
fsp-stuttgart-103,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Epididymistorsion,Was bedeutet der medizinische Fachbegriff „Epididymistorsion“ in Umgangssprache?,Hodenverdrehung
fsp-stuttgart-104,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Epididymitis,Was bedeutet der medizinische Fachbegriff „Epididymitis“ in Umgangssprache?,Nebenhodenentzündung
fsp-stuttgart-105,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Epiglottis,Was bedeutet der medizinische Fachbegriff „Epiglottis“ in Umgangssprache?,Kehldeckel
fsp-stuttgart-106,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Exophthalmus,Was bedeutet der medizinische Fachbegriff „Exophthalmus“ in Umgangssprache?,krankhaftes Vortreten des Augapfels
fsp-stuttgart-107,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Expektorantien,Was bedeutet der medizinische Fachbegriff „Expektorantien“ in Umgangssprache?,auswurffördernde Mittel
fsp-stuttgart-108,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,exsikkiert,Was bedeutet der medizinische Fachbegriff „exsikkiert“ in Umgangssprache?,ausgetrocknet
fsp-stuttgart-109,FSP Stuttgart.docx,4,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Exsikkose,Was bedeutet der medizinische Fachbegriff „Exsikkose“ in Umgangssprache?,Austrocknung
fsp-stuttgart-110,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Exstirpation,Was bedeutet der medizinische Fachbegriff „Exstirpation“ in Umgangssprache?,völlige Entfernung
fsp-stuttgart-111,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Falx cerebri,Was bedeutet der medizinische Fachbegriff „Falx cerebri“ in Umgangssprache?,die größte Verdoppelung der Hirnhaut
fsp-stuttgart-112,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,high-priority,6,Fachbegriff → Umgangssprache,Femur,Was bedeutet der medizinische Fachbegriff „Femur“ in Umgangssprache?,Oberschenkelknochen
fsp-stuttgart-113,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Fibrose,Was bedeutet der medizinische Fachbegriff „Fibrose“ in Umgangssprache?,Vermehrung von Bindegewebe
fsp-stuttgart-114,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Fibula,Was bedeutet der medizinische Fachbegriff „Fibula“ in Umgangssprache?,Wadenbein
fsp-stuttgart-115,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Fissur,Was bedeutet der medizinische Fachbegriff „Fissur“ in Umgangssprache?,Riss
fsp-stuttgart-116,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Flexion,Was bedeutet der medizinische Fachbegriff „Flexion“ in Umgangssprache?,Beugung
fsp-stuttgart-117,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Flexur,Was bedeutet der medizinische Fachbegriff „Flexur“ in Umgangssprache?,Biegung
fsp-stuttgart-118,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,fluktuirend,Was bedeutet der medizinische Fachbegriff „fluktuirend“ in Umgangssprache?,(von abgekapselten Körperflüssigkeiten) hin und her schwappen
fsp-stuttgart-119,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Fornix cerebri,Was bedeutet der medizinische Fachbegriff „Fornix cerebri“ in Umgangssprache?,eine Struktur des Limbischen Systems im Großhirn
fsp-stuttgart-120,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Fraktur,Was bedeutet der medizinische Fachbegriff „Fraktur“ in Umgangssprache?,Knochenbruch
fsp-stuttgart-121,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Gangrän,Was bedeutet der medizinische Fachbegriff „Gangrän“ in Umgangssprache?,Zerfall des Gewebes
fsp-stuttgart-122,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,genetisch,Was bedeutet der medizinische Fachbegriff „genetisch“ in Umgangssprache?,erblich
fsp-stuttgart-123,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Genitalien (pl.),Was bedeutet der medizinische Fachbegriff „Genitalien (pl.)“ in Umgangssprache?,Geschlechtsorgane
fsp-stuttgart-124,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Genu valgum,Was bedeutet der medizinische Fachbegriff „Genu valgum“ in Umgangssprache?,X-Bein
fsp-stuttgart-125,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Gibbus,Was bedeutet der medizinische Fachbegriff „Gibbus“ in Umgangssprache?,Buckel
fsp-stuttgart-126,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Glandula lacrimalis,Was bedeutet der medizinische Fachbegriff „Glandula lacrimalis“ in Umgangssprache?,Tränendrüse
fsp-stuttgart-127,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Gravidität,Was bedeutet der medizinische Fachbegriff „Gravidität“ in Umgangssprache?,Schwangerschaft
fsp-stuttgart-128,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Hallux valgus,Was bedeutet der medizinische Fachbegriff „Hallux valgus“ in Umgangssprache?,"Schiefstand des Großzehs, bei dem dieser in Richtung der kleinen Zehen abweicht"
fsp-stuttgart-129,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Halluzination,Was bedeutet der medizinische Fachbegriff „Halluzination“ in Umgangssprache?,Sinnestäuschung
fsp-stuttgart-130,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hämatemesis,Was bedeutet der medizinische Fachbegriff „Hämatemesis“ in Umgangssprache?,Bluterbrechen
fsp-stuttgart-131,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hämatokolpos,Was bedeutet der medizinische Fachbegriff „Hämatokolpos“ in Umgangssprache?,Blutansammlung in der Scheide
fsp-stuttgart-132,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hämaturie,Was bedeutet der medizinische Fachbegriff „Hämaturie“ in Umgangssprache?,Beimengung von Blut im Urin
fsp-stuttgart-133,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,high-priority,5,Fachbegriff → Umgangssprache,Hemikolektomie,Was bedeutet der medizinische Fachbegriff „Hemikolektomie“ in Umgangssprache?,operative Entfernung einer Dickdarmhälfte
fsp-stuttgart-134,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hepar,Was bedeutet der medizinische Fachbegriff „Hepar“ in Umgangssprache?,Leber
fsp-stuttgart-135,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hepatomegalie,Was bedeutet der medizinische Fachbegriff „Hepatomegalie“ in Umgangssprache?,Lebervergrößerung
fsp-stuttgart-136,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Heredität,Was bedeutet der medizinische Fachbegriff „Heredität“ in Umgangssprache?,Erblichkeit
fsp-stuttgart-137,FSP Stuttgart.docx,5,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hernie,Was bedeutet der medizinische Fachbegriff „Hernie“ in Umgangssprache?,Eingeweidebruch
fsp-stuttgart-138,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hydrops,Was bedeutet der medizinische Fachbegriff „Hydrops“ in Umgangssprache?,Flüssigkeitsansammlung in einer Körperhöhle
fsp-stuttgart-139,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hydrozephalus,Was bedeutet der medizinische Fachbegriff „Hydrozephalus“ in Umgangssprache?,Wasserkopf
fsp-stuttgart-140,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Hygiene,Was bedeutet der medizinische Fachbegriff „Hygiene“ in Umgangssprache?,Gesundheitslehre
fsp-stuttgart-141,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hiperemesis gravidarum,Was bedeutet der medizinische Fachbegriff „Hiperemesis gravidarum“ in Umgangssprache?,unstillbares Schwangerschaftserbrechen
fsp-stuttgart-142,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hyperhidrose,Was bedeutet der medizinische Fachbegriff „Hyperhidrose“ in Umgangssprache?,krankhaft gesteigerte Schweißabsonderung
fsp-stuttgart-143,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hyperhidrosis,Was bedeutet der medizinische Fachbegriff „Hyperhidrosis“ in Umgangssprache?,krankhaft gesteigerte Schweißabsonderung
fsp-stuttgart-144,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hyperkeratose,Was bedeutet der medizinische Fachbegriff „Hyperkeratose“ in Umgangssprache?,Verdickung der Hornschicht der Haut
fsp-stuttgart-145,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hyperthyreose,Was bedeutet der medizinische Fachbegriff „Hyperthyreose“ in Umgangssprache?,Überfunktion der Schilddrüse
fsp-stuttgart-146,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hyposensibilisierung,Was bedeutet der medizinische Fachbegriff „Hyposensibilisierung“ in Umgangssprache?,Desensibilisierung
fsp-stuttgart-147,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Hypothyreose,Was bedeutet der medizinische Fachbegriff „Hypothyreose“ in Umgangssprache?,Unterfunktion der Schilddrüse
fsp-stuttgart-148,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,i.m.,Was bedeutet der medizinische Fachbegriff „i.m.“ in Umgangssprache?,intramuskulär
fsp-stuttgart-149,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,imperative Miktion,Was bedeutet der medizinische Fachbegriff „imperative Miktion“ in Umgangssprache?,Harndrang
fsp-stuttgart-150,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,incompliance (engl.),Was bedeutet der medizinische Fachbegriff „incompliance (engl.)“ in Umgangssprache?,Nichtbeachtung
fsp-stuttgart-151,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Indolenz,Was bedeutet der medizinische Fachbegriff „Indolenz“ in Umgangssprache?,"Schmerzlosigkeit, Gleichgültigkeit gegenüber Schmerzen"
fsp-stuttgart-152,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Influenza,Was bedeutet der medizinische Fachbegriff „Influenza“ in Umgangssprache?,Grippe
fsp-stuttgart-153,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Inhalation,Was bedeutet der medizinische Fachbegriff „Inhalation“ in Umgangssprache?,Einatmung von Heilmitteln (in Form von Dämpfen)
fsp-stuttgart-154,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Inkontinenz,Was bedeutet der medizinische Fachbegriff „Inkontinenz“ in Umgangssprache?,"Unfähigkeit, Harn oder Stuhl zurückzuhalten"
fsp-stuttgart-155,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Interkostalneuralgie,Was bedeutet der medizinische Fachbegriff „Interkostalneuralgie“ in Umgangssprache?,Schmerzen im Bereich der Zwischenrippennerven
fsp-stuttgart-156,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Inzidenz,Was bedeutet der medizinische Fachbegriff „Inzidenz“ in Umgangssprache?,Anzahl der Neuerkrankungen
fsp-stuttgart-157,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,irreversibel,Was bedeutet der medizinische Fachbegriff „irreversibel“ in Umgangssprache?,nicht umkehrbar
fsp-stuttgart-158,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Jejunitis,Was bedeutet der medizinische Fachbegriff „Jejunitis“ in Umgangssprache?,Entzündung des Leerdarms
fsp-stuttgart-159,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Kachexie,Was bedeutet der medizinische Fachbegriff „Kachexie“ in Umgangssprache?,starke Abmagerung mit Kräfteverfall
fsp-stuttgart-160,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Kardiomegalie,Was bedeutet der medizinische Fachbegriff „Kardiomegalie“ in Umgangssprache?,Herzvergrößerung
fsp-stuttgart-161,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,4,Fachbegriff → Umgangssprache,Katarakt,Was bedeutet der medizinische Fachbegriff „Katarakt“ in Umgangssprache?,grauer Star
fsp-stuttgart-162,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,kaudal,Was bedeutet der medizinische Fachbegriff „kaudal“ in Umgangssprache?,steißwärts
fsp-stuttgart-163,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,Kolektomie,Was bedeutet der medizinische Fachbegriff „Kolektomie“ in Umgangssprache?,operative Dickdarmentfernung
fsp-stuttgart-164,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Kolpitis,Was bedeutet der medizinische Fachbegriff „Kolpitis“ in Umgangssprache?,Scheidenentzündung
fsp-stuttgart-165,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Kolonoskopie,Was bedeutet der medizinische Fachbegriff „Kolonoskopie“ in Umgangssprache?,Darmspiegelung
fsp-stuttgart-166,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,4,Fachbegriff → Umgangssprache,Kontamination,Was bedeutet der medizinische Fachbegriff „Kontamination“ in Umgangssprache?,Verunreinigung
fsp-stuttgart-167,FSP Stuttgart.docx,6,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Koronararterienstenose,Was bedeutet der medizinische Fachbegriff „Koronararterienstenose“ in Umgangssprache?,Gefäßverengung der Herzkranzgefäße
fsp-stuttgart-168,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,kranial,Was bedeutet der medizinische Fachbegriff „kranial“ in Umgangssprache?,zum Kopf gehörig
fsp-stuttgart-169,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,kurativ,Was bedeutet der medizinische Fachbegriff „kurativ“ in Umgangssprache?,heilend
fsp-stuttgart-170,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Läsion,Was bedeutet der medizinische Fachbegriff „Läsion“ in Umgangssprache?,Verletzung; Schädigung
fsp-stuttgart-171,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,letal,Was bedeutet der medizinische Fachbegriff „letal“ in Umgangssprache?,tödlich
fsp-stuttgart-172,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Letalität,Was bedeutet der medizinische Fachbegriff „Letalität“ in Umgangssprache?,Tödlichkeit einer Erkrankung
fsp-stuttgart-173,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,4,Fachbegriff → Umgangssprache,Lipom,Was bedeutet der medizinische Fachbegriff „Lipom“ in Umgangssprache?,gutartige Fettgeschwulst
fsp-stuttgart-174,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,liquid,Was bedeutet der medizinische Fachbegriff „liquid“ in Umgangssprache?,flüssig
fsp-stuttgart-175,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,livoris,Was bedeutet der medizinische Fachbegriff „livoris“ in Umgangssprache?,Leichenblässe
fsp-stuttgart-176,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Lumbago,Was bedeutet der medizinische Fachbegriff „Lumbago“ in Umgangssprache?,Hexenschuss
fsp-stuttgart-177,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Lungenembolie,Was bedeutet der medizinische Fachbegriff „Lungenembolie“ in Umgangssprache?,Verschluss einer Lungenarterie durch Blutgerinnsel
fsp-stuttgart-178,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Makula,Was bedeutet der medizinische Fachbegriff „Makula“ in Umgangssprache?,gelber Fleck
fsp-stuttgart-179,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,maligne,Was bedeutet der medizinische Fachbegriff „maligne“ in Umgangssprache?,bösartig
fsp-stuttgart-180,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,4,Fachbegriff → Umgangssprache,Meläna,Was bedeutet der medizinische Fachbegriff „Meläna“ in Umgangssprache?,durch Blut schwarz gefärbter Stuhl
